,filename,dbcount,premean,premedian,prestd,presem,postmean,postmedian,poststd,postsem,nstim
54,data_20140721_155857_22403.h5,60,2.8205128205128203,0.4166666666666667,4.3888025441119085,1.2669381651315623,30.32051282051282,32.5,17.05802835502822,4.924228631309907,13
55,data_20140722_122930_22791.h5,60,8.685897435897436,1.25,16.570109849784494,4.783378691137373,38.9102564102564,34.583333333333336,19.966945482473424,5.763960674600307,13
56,data_20140723_091844_23182.h5,60,6.570512820512821,0.0,18.806647935626966,5.429011624094374,31.538461538461544,27.5,17.73452784753562,5.119517213362802,13
57,data_20140731_154821_113639_compute-0-0.local.h5,60,8.4375,0.4166666666666667,25.472317831215214,6.576924183306583,32.96875,34.16666666666667,18.900366393972075,4.8800536187381445,16
58,data_20140731_154822_82089_compute-0-2.local.h5,60,0.6388888888888888,0.0,1.0957268290731124,0.29284531313484274,28.94444444444445,31.25,13.516850480551312,3.6125302461766937,15
59,data_20140731_154822_82090_compute-0-2.local.h5,60,2.371794871794872,1.25,2.8746265800998287,0.8298332149201447,27.243589743589745,28.75,9.928347007091771,2.866066908576225,13
60,data_20140731_154822_89440_compute-0-3.local.h5,60,11.145833333333334,0.625,23.67564200408419,7.138474654393202,36.00694444444445,28.541666666666668,25.697142313319347,7.7479799306950605,12
61,data_20140731_154822_95924_compute-0-1.local.h5,60,16.909722222222225,2.291666666666667,41.69841094002072,12.572543949281776,41.94444444444444,42.29166666666667,19.695551214787596,5.938432128970814,12
62,data_20140731_154822_95930_compute-0-4.local.h5,60,1.25,0.0,2.5173012444988694,0.7589948829361317,23.020833333333332,23.333333333333336,11.90010139429259,3.5880155720048794,12
63,data_20140724_125424_236053_compute-0-2.local.h5,30,18.141025641025642,1.25,54.43881714937673,15.715132867778738,60.09615384615385,52.5,44.38839897810665,12.813827049453192,13
64,data_20140724_125424_243375_compute-0-3.local.h5,30,13.111111111111112,0.4166666666666667,45.065504450277984,12.04426268679118,41.05555555555556,35.41666666666667,36.18620397367886,9.671169814101717,15
65,data_20140724_125424_3938_compute-0-1.local.h5,30,4.935897435897436,0.4166666666666667,14.163693271904462,4.088706061626667,54.74358974358975,61.66666666666667,24.23263457750173,6.995359048247229,13
66,data_20140724_125424_4784_compute-0-4.local.h5,30,12.023809523809524,3.333333333333334,23.99924413019839,6.656192714139112,42.79761904761905,34.16666666666667,30.156843873759467,8.364003607153988,14
67,data_20140724_125424_6704_compute-0-5.local.h5,30,18.680555555555557,0.4166666666666667,42.45873314244937,12.801789718848365,31.527777777777782,27.5,22.260383899610193,6.711758280388672,12
68,data_20140724_125424_6705_compute-0-5.local.h5,30,13.365384615384615,1.25,24.624021922125184,7.108342842635111,35.64102564102564,35.0,14.387063300098877,4.153187434580136,13
69,data_20140824_115703_32126_compute-0-31.local.h5,30,68.81944444444444,2.5,82.3978452369439,24.843885107701432,88.05555555555556,66.04166666666667,47.81278998136869,14.4160985952967,12
70,data_20140824_120313_32666_compute-0-31.local.h5,30,10.520833333333334,2.7083333333333335,15.921833258314054,4.8006133538572255,41.38888888888889,48.958333333333336,26.722669781421796,8.057188096504058,12
71,data_20140824_120430_74494_compute-0-32.local.h5,30,1.215277777777778,0.0,3.1889672246475884,0.9615097957179136,39.479166666666664,32.5,23.987075151121605,7.232375281302538,12
72,data_20140824_120439_74618_compute-0-32.local.h5,30,7.500000000000001,0.8333333333333334,16.071920356062744,4.639563771983525,38.97435897435897,35.833333333333336,27.738195006090855,8.007327176800445,13
