dbcount,filename,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
70,data_20140620_222356_6044.h5,3.75,2.6388888888888888,1.7361111111111114,1.5972222222222223,1.875,1.875,1.7361111111111114,1.7361111111111114,2.916666666666667,4.0972222222222223,3.9583333333333335,4.0277777777777777,3.6111111111111112,4.0277777777777777,4.5138888888888893,4.2361111111111107,4.375,5.5555555555555562,8.1944444444444446,10.138888888888889,45.06944444444445,16.527777777777779,14.444444444444445,14.861111111111111,21.25,33.888888888888886,40.555555555555557,35.347222222222221,26.597222222222225,14.652777777777777,5.6944444444444446,1.3194444444444444,0.27777777777777779,0.069444444444444448,0.069444444444444448,0.0,0.20833333333333334,0.20833333333333334,0.34722222222222227,0.27777777777777779
70,data_20140621_192551_6436.h5,3.0555555555555554,2.5,2.1527777777777781,1.5277777777777777,0.625,0.625,0.55555555555555558,0.90277777777777779,1.0416666666666667,1.1805555555555556,2.3611111111111112,3.0555555555555554,4.166666666666667,3.75,4.3055555555555562,3.125,2.0138888888888888,1.5972222222222223,2.0833333333333335,1.9444444444444446,51.527777777777779,38.472222222222221,40.763888888888886,42.152777777777779,42.222222222222221,37.847222222222221,31.666666666666668,18.75,5.8333333333333339,0.55555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069444444444444448
70,data_20140622_163445_6840.h5,10.448717948717949,8.1410256410256423,6.6025641025641031,4.7435897435897436,3.141025641025641,2.9487179487179489,3.7820512820512819,6.2179487179487181,9.102564102564104,10.128205128205128,7.3076923076923084,5.8974358974358978,3.7820512820512819,2.7564102564102564,4.2307692307692308,6.2179487179487181,8.6538461538461551,9.1666666666666679,7.5,7.051282051282052,33.333333333333336,15.512820512820515,15.76923076923077,19.551282051282051,33.974358974358971,54.423076923076927,51.217948717948715,36.602564102564102,21.346153846153847,11.858974358974359,5.4487179487179489,2.5,1.0897435897435899,0.89743589743589747,0.44871794871794873,0.89743589743589747,0.83333333333333337,0.25641025641025644,0.19230769230769232,0.44871794871794873
70,data_20140623_133824_7382.h5,2.6923076923076925,3.3974358974358974,3.141025641025641,1.9871794871794872,2.4358974358974357,2.884615384615385,3.0128205128205128,2.7564102564102564,3.0769230769230771,4.1025641025641031,4.4230769230769234,6.3461538461538458,6.666666666666667,7.6282051282051277,4.4230769230769234,4.0384615384615383,2.6282051282051282,2.4358974358974357,2.1794871794871797,2.5641025641025643,42.11538461538462,20.961538461538463,17.948717948717952,14.230769230769232,14.166666666666668,18.461538461538463,24.03846153846154,24.423076923076923,16.53846153846154,5.0,0.83333333333333337,0.0,0.064102564102564111,0.25641025641025644,0.38461538461538464,0.64102564102564108,0.83333333333333337,0.64102564102564108,0.25641025641025644,0.44871794871794873
70,data_20140805_225422_104962_compute-0-5.local.h5,5.8333333333333339,6.4743589743589745,5.1923076923076925,3.7179487179487181,3.0769230769230771,2.5641025641025643,2.9487179487179489,1.9230769230769229,1.9230769230769229,2.1794871794871797,2.3717948717948718,2.0512820512820515,1.858974358974359,1.858974358974359,2.0512820512820515,1.9871794871794872,3.4615384615384621,3.6538461538461542,3.2051282051282053,3.0769230769230771,44.61538461538462,23.589743589743591,27.628205128205128,27.948717948717952,30.064102564102569,39.294871794871796,43.205128205128204,41.858974358974365,28.461538461538463,14.166666666666668,4.4230769230769234,0.51282051282051289,0.0,0.0,0.0,0.0,0.0,0.0,0.064102564102564111,0.064102564102564111
70,data_20140805_225422_104963_compute-0-5.local.h5,3.541666666666667,4.0972222222222223,3.4722222222222228,3.75,3.8888888888888893,3.6805555555555558,1.9444444444444446,2.0833333333333335,2.0833333333333335,2.8472222222222223,3.8194444444444442,3.6111111111111112,3.6805555555555558,2.9861111111111112,1.875,1.5277777777777777,1.5277777777777777,2.0833333333333335,2.0138888888888888,1.8055555555555556,47.847222222222221,28.472222222222221,26.666666666666668,28.194444444444446,42.222222222222221,59.305555555555564,64.305555555555557,59.513888888888893,31.458333333333336,6.875,0.34722222222222227,0.0,0.069444444444444448,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_129276_compute-0-9.local.h5,1.858974358974359,1.858974358974359,2.7564102564102564,2.5641025641025643,3.4615384615384621,4.2307692307692308,4.166666666666667,5.6410256410256414,6.6025641025641031,5.0641025641025639,3.0128205128205128,2.5,2.5,2.8205128205128207,2.9487179487179489,3.3974358974358974,4.1025641025641031,5.2564102564102564,5.7692307692307701,5.4487179487179489,49.294871794871796,32.628205128205131,34.166666666666671,37.435897435897438,51.346153846153847,64.935897435897431,67.243589743589752,46.858974358974365,19.358974358974358,3.0769230769230771,0.12820512820512822,0.064102564102564111,0.064102564102564111,0.064102564102564111,0.064102564102564111,0.0,0.0,0.0,0.064102564102564111,0.12820512820512822
70,data_20140805_225422_129277_compute-0-9.local.h5,1.1979166666666667,1.71875,1.1458333333333335,1.4583333333333335,1.5625,0.83333333333333337,0.57291666666666674,0.72916666666666674,0.78125,0.88541666666666674,1.25,1.875,2.5520833333333335,3.3333333333333335,4.6875,6.197916666666667,6.5625,5.260416666666667,7.5,7.135416666666667,46.197916666666671,27.552083333333336,28.385416666666668,34.479166666666671,52.65625,78.59375,80.885416666666671,68.802083333333343,39.791666666666671,16.354166666666668,3.8020833333333335,0.36458333333333337,0.10416666666666667,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_134651_compute-0-8.local.h5,4.8717948717948714,3.525641025641026,2.7564102564102564,2.6923076923076925,2.884615384615385,3.6538461538461542,4.8717948717948714,5.2564102564102564,4.1025641025641031,3.3974358974358974,3.8461538461538458,4.551282051282052,6.4102564102564106,7.6923076923076916,10.705128205128206,9.8076923076923084,10.897435897435898,10.320512820512821,7.884615384615385,5.5128205128205128,45.256410256410255,23.525641025641026,21.794871794871796,29.166666666666668,46.025641025641029,66.410256410256409,61.602564102564102,40.064102564102569,17.820512820512821,3.2692307692307692,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_134652_compute-0-8.local.h5,2.6515151515151514,1.1363636363636362,0.68181818181818188,0.68181818181818188,1.2878787878787878,2.0454545454545454,3.7121212121212119,6.7424242424242431,10.151515151515152,10.530303030303031,10.0,7.2727272727272725,4.8484848484848486,2.5,3.9393939393939399,6.5151515151515156,11.136363636363637,14.166666666666668,12.121212121212121,10.757575757575758,56.136363636363633,33.181818181818187,29.696969696969695,44.015151515151516,72.651515151515156,72.045454545454547,46.666666666666671,18.787878787878789,4.3939393939393936,0.37878787878787878,0.07575757575757576,0.15151515151515152,0.15151515151515152,0.0,0.0,0.15151515151515152,0.37878787878787878,0.68181818181818188,0.60606060606060608,0.45454545454545453
