dbcount,filename,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
70,data_20140620_222356_6044.h5,1.6666666666666667,1.6666666666666667,0.55555555555555558,1.1111111111111112,1.1111111111111112,1.6666666666666667,0.55555555555555558,0.55555555555555558,0.55555555555555558,1.1111111111111112,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.7777777777777781,6.666666666666667,4.4444444444444446,3.8888888888888893,10.555555555555555,10.555555555555555,11.111111111111112,9.4444444444444446,17.222222222222225,16.666666666666668,10.555555555555555,11.666666666666668,2.7777777777777781,3.8888888888888893,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140621_192551_6436.h5,0.0,0.55555555555555558,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.55555555555555558,0.55555555555555558,1.1111111111111112,0.0,0.55555555555555558,1.6666666666666667,4.4444444444444446,3.8888888888888893,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,2.7777777777777781,1.6666666666666667,42.777777777777779,37.222222222222221,32.222222222222221,14.444444444444445,12.777777777777779,6.666666666666667,1.6666666666666667,1.6666666666666667,0.55555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55555555555555558
70,data_20140622_163445_6840.h5,7.6923076923076916,2.5641025641025643,2.0512820512820515,1.0256410256410258,2.5641025641025643,0.51282051282051289,2.0512820512820515,3.5897435897435899,5.1282051282051286,9.2307692307692317,5.6410256410256414,0.0,0.51282051282051289,1.0256410256410258,2.0512820512820515,4.6153846153846159,7.6923076923076916,5.6410256410256414,7.1794871794871797,3.0769230769230771,2.0512820512820515,8.717948717948719,8.2051282051282062,11.794871794871796,15.384615384615383,28.717948717948719,25.128205128205128,16.410256410256412,6.666666666666667,4.1025641025641031,3.5897435897435899,2.0512820512820515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140623_133824_7382.h5,2.5641025641025643,1.5384615384615385,2.5641025641025643,3.5897435897435899,2.0512820512820515,0.51282051282051289,1.0256410256410258,0.51282051282051289,2.5641025641025643,3.5897435897435899,4.6153846153846159,4.1025641025641031,3.5897435897435899,3.5897435897435899,3.5897435897435899,4.1025641025641031,3.0769230769230771,1.5384615384615385,3.0769230769230771,1.0256410256410258,0.0,21.025641025641026,10.76923076923077,14.871794871794872,7.6923076923076916,9.2307692307692317,11.794871794871796,12.307692307692308,6.1538461538461542,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.51282051282051289,1.0256410256410258,0.0,2.0512820512820515
70,data_20140805_225422_104962_compute-0-5.local.h5,3.5897435897435899,4.6153846153846159,5.6410256410256414,2.5641025641025643,2.5641025641025643,2.0512820512820515,2.0512820512820515,1.0256410256410258,0.51282051282051289,1.0256410256410258,1.0256410256410258,1.5384615384615385,2.0512820512820515,3.0769230769230771,3.5897435897435899,3.0769230769230771,2.5641025641025643,3.0769230769230771,2.5641025641025643,2.0512820512820515,1.0256410256410258,12.820512820512821,14.871794871794872,26.666666666666668,27.692307692307697,21.025641025641026,15.897435897435898,12.307692307692308,12.307692307692308,5.6410256410256414,2.0512820512820515,1.0256410256410258,0.51282051282051289,1.0256410256410258,1.5384615384615385,1.5384615384615385,1.5384615384615385,1.0256410256410258,0.0,0.51282051282051289
70,data_20140805_225422_104963_compute-0-5.local.h5,2.7777777777777781,2.2222222222222223,1.6666666666666667,5.5555555555555562,3.3333333333333335,3.3333333333333335,3.8888888888888893,2.2222222222222223,2.7777777777777781,2.7777777777777781,6.666666666666667,5.0,3.3333333333333335,2.2222222222222223,3.3333333333333335,0.55555555555555558,1.1111111111111112,0.55555555555555558,0.55555555555555558,1.6666666666666667,0.55555555555555558,19.444444444444443,26.666666666666668,28.888888888888889,27.777777777777782,27.222222222222221,26.666666666666668,8.8888888888888893,11.111111111111112,1.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.55555555555555558,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_129276_compute-0-9.local.h5,2.0512820512820515,0.0,0.51282051282051289,2.5641025641025643,2.0512820512820515,2.5641025641025643,3.5897435897435899,2.0512820512820515,4.6153846153846159,1.0256410256410258,2.0512820512820515,1.0256410256410258,1.0256410256410258,1.0256410256410258,0.51282051282051289,1.5384615384615385,1.5384615384615385,7.1794871794871797,3.0769230769230771,2.0512820512820515,5.6410256410256414,31.794871794871796,28.205128205128208,22.051282051282051,19.487179487179485,30.256410256410255,19.487179487179485,20.512820512820515,4.1025641025641031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_129277_compute-0-9.local.h5,0.41666666666666669,0.0,0.83333333333333337,0.41666666666666669,0.83333333333333337,1.25,0.83333333333333337,1.6666666666666667,1.6666666666666667,3.3333333333333335,2.5,1.6666666666666667,2.916666666666667,3.3333333333333335,2.916666666666667,3.3333333333333335,4.5833333333333339,5.0,4.166666666666667,4.5833333333333339,4.166666666666667,9.1666666666666679,27.916666666666668,27.916666666666668,32.083333333333336,37.5,29.166666666666668,24.583333333333336,12.083333333333334,5.8333333333333339,0.83333333333333337,0.41666666666666669,0.0,0.0,0.41666666666666669,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_134651_compute-0-8.local.h5,0.51282051282051289,0.51282051282051289,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,2.0512820512820515,2.0512820512820515,4.6153846153846159,1.5384615384615385,0.51282051282051289,2.0512820512820515,2.5641025641025643,6.1538461538461542,5.6410256410256414,9.2307692307692317,5.1282051282051286,5.1282051282051286,4.6153846153846159,1.5384615384615385,0.51282051282051289,13.846153846153848,20.0,18.461538461538463,28.205128205128208,15.384615384615383,16.410256410256412,10.256410256410257,3.5897435897435899,1.0256410256410258,0.51282051282051289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,data_20140805_225422_134652_compute-0-8.local.h5,0.60606060606060608,0.0,0.60606060606060608,0.0,1.2121212121212122,0.0,0.60606060606060608,3.6363636363636362,9.0909090909090899,10.90909090909091,4.8484848484848486,1.2121212121212122,0.60606060606060608,4.2424242424242422,0.60606060606060608,3.0303030303030303,4.2424242424242422,11.515151515151516,9.6969696969696972,4.8484848484848486,3.6363636363636362,28.484848484848484,22.424242424242426,19.393939393939394,38.181818181818187,33.939393939393938,11.515151515151516,1.2121212121212122,0.0,0.0,0.0,0.0,0.0,0.60606060606060608,0.0,0.0,0.0,1.2121212121212122,1.2121212121212122,0.0
