dbcount,filename,premean,premedian,prestd,postmean,postmedian,poststd
50,data_20140721_115856_95593_compute-0-3.local.h5,0.76923076923076927,0.0,1.4617633655117155,8.2051282051282044,6.666666666666667,7.6516016981419348
50,data_20140721_115856_95594_compute-0-3.local.h5,3.0769230769230775,0.0,10.134424142819004,6.9230769230769242,3.3333333333333335,9.7621281132315278
60,data_20140520_123248_17595.h5,9.1111111111111125,0.0,17.296052704401639,12.444444444444445,10.0,14.168300559373408
60,data_20140521_090848_17993.h5,1.4285714285714286,0.0,2.5197631533948481,23.095238095238098,26.666666666666668,11.357762939891773
60,data_20140522_055626_18272.h5,9.7435897435897445,3.3333333333333335,20.433339607645337,9.2307692307692299,10.0,8.0684394463684921
60,data_20140523_024613_18685.h5,2.1428571428571428,0.0,4.642270085924725,8.0952380952380967,6.666666666666667,11.746196745037858
60,data_20140523_233014_19087.h5,5.1282051282051286,0.0,16.589565250894164,7.6923076923076925,3.3333333333333335,9.5631057430623159
60,data_20140719_203045_21294.h5,0.0,0.0,0.0,12.5,13.333333333333334,5.7075176369204135
60,data_20140720_193239_21856.h5,5.5555555555555562,0.0,16.164141216886879,15.555555555555557,13.333333333333334,9.0267093384843999
60,data_20140721_155857_22403.h5,3.8461538461538467,0.0,4.8774146624183787,16.666666666666668,16.666666666666668,13.743685418725535
60,data_20140722_122930_22791.h5,3.0769230769230762,0.0,6.0033229165093251,10.512820512820515,3.3333333333333335,14.772732253500642
60,data_20140723_091844_23182.h5,5.1282051282051286,0.0,15.61192472862311,16.153846153846153,13.333333333333334,19.237605622464301
60,data_20140731_154821_113639_compute-0-0.local.h5,2.2916666666666665,0.0,6.6353430791314612,9.5833333333333339,10.0,7.0841502796867033
60,data_20140731_154822_82089_compute-0-2.local.h5,0.0,0.0,0.0,4.8888888888888884,3.3333333333333335,5.3253909114532014
60,data_20140731_154822_82090_compute-0-2.local.h5,1.0256410256410258,0.0,2.1014172398537174,10.512820512820513,10.0,8.5900625020528114
60,data_20140731_154822_89440_compute-0-3.local.h5,3.6111111111111112,0.0,8.6990459634031509,8.8888888888888893,8.3333333333333339,12.739292063908511
60,data_20140731_154822_95924_compute-0-1.local.h5,7.7777777777777777,0.0,18.712785740459655,16.388888888888889,15.0,12.098779747580803
60,data_20140731_154822_95930_compute-0-4.local.h5,2.7777777777777781,1.6666666666666667,3.1247895552036402,8.6111111111111125,6.666666666666667,7.84423269236619
30,data_20140724_125424_236053_compute-0-2.local.h5,7.948717948717948,0.0,27.673307822014447,16.153846153846157,10.0,22.519380700243676
30,data_20140724_125424_243375_compute-0-3.local.h5,5.7777777777777777,0.0,22.377237111420634,4.8888888888888893,0.0,7.5452777901954642
30,data_20140724_125424_3938_compute-0-1.local.h5,0.51282051282051289,0.0,1.2517793603313514,13.333333333333336,13.333333333333334,13.052600138300813
30,data_20140724_125424_4784_compute-0-4.local.h5,0.95238095238095244,0.0,2.0374994850070887,16.190476190476193,1.6666666666666667,20.95404588789571
30,data_20140724_125424_6704_compute-0-5.local.h5,3.3333333333333339,1.6666666666666667,6.5133894727892967,8.6111111111111125,3.3333333333333335,13.062269926122934
30,data_20140724_125424_6705_compute-0-5.local.h5,3.0769230769230771,0.0,6.7304639735418919,9.2307692307692299,6.666666666666667,10.014234882650811
30,data_20140824_115703_32126_compute-0-31.local.h5,21.666666666666668,0.0,35.858870392952795,18.888888888888889,20.0,8.448696430838984
30,data_20140824_120313_32666_compute-0-31.local.h5,3.3333333333333326,0.0,4.714045207910317,21.944444444444446,21.666666666666668,21.294393122396762
30,data_20140824_120430_74494_compute-0-32.local.h5,1.3888888888888891,0.0,3.0011221245950668,11.666666666666666,5.0,18.936363393900596
30,data_20140824_120439_74618_compute-0-32.local.h5,1.2820512820512822,0.0,3.7363235887853663,8.4615384615384617,6.666666666666667,12.142318453899051
